,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
849,Buena Vista,37.8065321,-122.42064850000001,Williams-Sonoma,37.805827,-122.425047,Kitchen Supply Store
850,Buena Vista,37.8065321,-122.42064850000001,Philz Coffee,37.797452,-122.42191,Coffee Shop
851,Buena Vista,37.8065321,-122.42064850000001,Amarena,37.798003807051685,-122.42048005662232,Italian Restaurant
852,Buena Vista,37.8065321,-122.42064850000001,Jack Early Park,37.80489889550479,-122.40862368289866,Park
853,Buena Vista,37.8065321,-122.42064850000001,Washington Square Park,37.80074764244092,-122.40978598594664,Park
854,Buena Vista,37.8065321,-122.42064850000001,Park Tavern,37.80109702179248,-122.40930067725601,New American Restaurant
855,Buena Vista,37.8065321,-122.42064850000001,Macondray Lane,37.79924289610751,-122.41484731435776,Garden
856,Buena Vista,37.8065321,-122.42064850000001,Allyne Park,37.79758501861206,-122.42740572548526,Park
857,Buena Vista,37.8065321,-122.42064850000001,Bow Wow Meow SF,37.796595924577296,-122.42187383680564,Pet Store
858,Buena Vista,37.8065321,-122.42064850000001,Marina Green Running Trail,37.80351419227419,-122.43101156818182,Track
859,Buena Vista,37.8065321,-122.42064850000001,Mario's Bohemian Cigar Store Cafe,37.80039147558531,-122.40987625707314,Café
860,Buena Vista,37.8065321,-122.42064850000001,Glow Yoga & Wellness,37.80012544107976,-122.40911399042773,Yoga Studio
861,Buena Vista,37.8065321,-122.42064850000001,Tony’s Pizza Napoletana,37.80038714317991,-122.40914575479546,Pizza Place
862,Buena Vista,37.8065321,-122.42064850000001,Tony's Coal-Fired Pizza & Slice House,37.800242499055656,-122.40919409396831,Pizza Place
863,Buena Vista,37.8065321,-122.42064850000001,The Darkside Initiative,37.80148535284564,-122.41120388783659,Men's Store
864,Buena Vista,37.8065321,-122.42064850000001,Black Horse London Pub,37.79847996357803,-122.42441695307367,Bar
865,Buena Vista,37.8065321,-122.42064850000001,Topdrawer,37.79796732880365,-122.42971145562761,Accessories Store
866,Buena Vista,37.8065321,-122.42064850000001,Francisco Steps,37.805447088252315,-122.40811567544006,Trail
867,Buena Vista,37.8065321,-122.42064850000001,Cheese Plus,37.79513753789721,-122.42178618907927,Cheese Shop
868,Buena Vista,37.8065321,-122.42064850000001,Roam Artisan Burgers,37.79794317516278,-122.42856288099202,Burger Joint
869,Buena Vista,37.8065321,-122.42064850000001,Cafe Meuse,37.79547583644657,-122.41836005881748,Wine Bar
870,Buena Vista,37.8065321,-122.42064850000001,Little Vine,37.80119675159074,-122.40772717924843,Gourmet Shop
871,Buena Vista,37.8065321,-122.42064850000001,robberbaron,37.79554672086196,-122.42167714925333,Bar
872,Buena Vista,37.8065321,-122.42064850000001,Public Barber Salon,37.80110736384049,-122.40769634633136,Salon / Barbershop
873,Buena Vista,37.8065321,-122.42064850000001,Book Bay Fort Mason,37.80646506266367,-122.43127586118054,Bookstore
874,Buena Vista,37.8065321,-122.42064850000001,Peña Pachamama,37.79979074167436,-122.41066430300056,South American Restaurant
875,Buena Vista,37.8065321,-122.42064850000001,Pure Barre SF,37.8044498,-122.4337537,Gym / Fitness Center
876,Buena Vista,37.8065321,-122.42064850000001,Basik Cafe,37.79470078065004,-122.42156045673302,Smoothie Shop
877,Buena Vista,37.8065321,-122.42064850000001,Sea Lion Statue,37.80859406318003,-122.41074859025822,Outdoor Sculpture
878,Buena Vista,37.8065321,-122.42064850000001,Yoga Flow SF - Union,37.797847970325336,-122.43047105803885,Yoga Studio
879,Buena Vista,37.8065321,-122.42064850000001,Aux Delices,37.7982998400568,-122.42234725064012,Vietnamese Restaurant
880,Buena Vista,37.8065321,-122.42064850000001,Pioneer Park,37.803421062056465,-122.40620845532744,Park
881,Buena Vista,37.8065321,-122.42064850000001,Sydney Nail Spa,37.79767721048069,-122.42882667075264,Spa
882,Buena Vista,37.8065321,-122.42064850000001,Golden Boy Pizza,37.79984,-122.40807,Pizza Place
883,Buena Vista,37.8065321,-122.42064850000001,Piccolo Forno,37.801422983750044,-122.41191896537636,Pizza Place
884,Buena Vista,37.8065321,-122.42064850000001,Macondray,37.797077,-122.42217,Restaurant
885,Buena Vista,37.8065321,-122.42064850000001,Victoria Pastry Company,37.80120853199125,-122.41118010828508,Bakery
886,Buena Vista,37.8065321,-122.42064850000001,Fitness Court,37.806072043365766,-122.43517726710719,Gym / Fitness Center
887,Butchertown,37.744566999999996,-122.395353,Flora Grubb Gardens,37.739588651654294,-122.3901712377316,Flower Shop
888,Butchertown,37.744566999999996,-122.395353,Junior Barbecue (Brazilian Burger),37.74729731382144,-122.395734107386,Brazilian Restaurant
889,Butchertown,37.744566999999996,-122.395353,Scrap,37.741133872986424,-122.39984582459952,Arts & Crafts Store
890,Butchertown,37.744566999999996,-122.395353,Arena Ready CrossFit,37.75029861559891,-122.39618710854036,Gym
891,Butchertown,37.744566999999996,-122.395353,Pet Camp,37.741833540435714,-122.38945906394845,Pet Store
892,Butchertown,37.744566999999996,-122.395353,Harmonic Brewing,37.75155312060874,-122.39007008916786,Brewery
893,Butchertown,37.744566999999996,-122.395353,Ritual Roasters,37.739620937906864,-122.39015694869974,Coffee Shop
894,Butchertown,37.744566999999996,-122.395353,Little Boxes Theater,37.75051435502715,-122.38816695959004,Theater
895,Butchertown,37.744566999999996,-122.395353,Pier 92,37.746497710213426,-122.38348639235394,Building
896,Butchertown,37.744566999999996,-122.395353,Discount Fabrics,37.750159190254806,-122.39873603610941,Fabric Shop
897,Butchertown,37.744566999999996,-122.395353,TATO,37.736315000000005,-122.390498,Mexican Restaurant
898,Butchertown,37.744566999999996,-122.395353,High Tail Hotel,37.73879315630044,-122.40284413781906,Pet Service
899,Butchertown,37.744566999999996,-122.395353,The Midway SF,37.74940393638732,-122.38601566242122,Music Venue
900,Butchertown,37.744566999999996,-122.395353,All Good Pizza,37.73874409736493,-122.38977392552275,Pizza Place
901,Butchertown,37.744566999999996,-122.395353,Lyft Hub,37.75087653788839,-122.40247335016605,Office
902,Butchertown,37.744566999999996,-122.395353,El Niño Training Center,37.752110770518755,-122.38797830193757,Gym / Fitness Center
903,Butchertown,37.744566999999996,-122.395353,Las Isletas,37.73707171666667,-122.390221,Latin American Restaurant
904,Butchertown,37.744566999999996,-122.395353,Minnesota Street Projects Gallery,37.75424739872958,-122.38954229812218,Art Gallery
905,Butchertown,37.744566999999996,-122.395353,Philz Coffee,37.754257,-122.39004,Coffee Shop
906,Butchertown,37.744566999999996,-122.395353,McEvoy Foundation for the Arts,37.753309,-122.390156,Art Gallery
907,Butchertown,37.744566999999996,-122.395353,Flowercraft Garden Center,37.73912715345579,-122.40725826232111,Garden Center
908,Butchertown,37.744566999999996,-122.395353,Junior,37.75297183841833,-122.40529826851586,Cocktail Bar
909,Butchertown,37.744566999999996,-122.395353,Barebottle Brewing Company,37.739798481048744,-122.40898616884348,Brewery
910,Butchertown,37.744566999999996,-122.395353,Radio Africa & Kitchen,37.734825771576745,-122.39076385408828,African Restaurant
911,Butchertown,37.744566999999996,-122.395353,Sundance Saloon,37.73985857901795,-122.40453647709484,Nightclub
912,Butchertown,37.744566999999996,-122.395353,Bayshore Taqueria,37.743106733225815,-122.40551707124854,Mexican Restaurant
913,Butchertown,37.744566999999996,-122.395353,Starr King Open Space,37.75350921443473,-122.40018295639216,Park
914,Butchertown,37.744566999999996,-122.395353,Potrero Hill Playground,37.75695229930985,-122.39756546005563,Playground
915,Butchertown,37.744566999999996,-122.395353,Dogpatch Boulders,37.75662467116606,-122.38796989985903,Climbing Gym
916,Butchertown,37.744566999999996,-122.395353,Meals On Wheels of San Francisco,37.73954801616055,-122.38434263514006,Non-Profit
917,Butchertown,37.744566999999996,-122.395353,Dynamo Donut & Coffee,37.75293720591394,-122.40762570234537,Donut Shop
918,Butchertown,37.744566999999996,-122.395353,The Old Clam House,37.74305179534442,-122.40513568544196,Seafood Restaurant
919,Butchertown,37.744566999999996,-122.395353,Top of Potrero Hill,37.75730833758727,-122.3999085244793,Hill
920,Butchertown,37.744566999999996,-122.395353,3rd St. Boxing Gym,37.75692731040069,-122.38842985286455,Gym / Fitness Center
921,Butchertown,37.744566999999996,-122.395353,Doma Sushi Bar,37.747544,-122.41063600000001,Sushi Restaurant
922,Butchertown,37.744566999999996,-122.395353,Precita Park Café,37.747097785828856,-122.41054589780263,Café
923,Butchertown,37.744566999999996,-122.395353,Precita Park,37.74704951117315,-122.41221070289612,Park
924,Butchertown,37.744566999999996,-122.395353,Peralta Mini Park,37.746134545577306,-122.40889320489723,Dog Run
925,Butchertown,37.744566999999996,-122.395353,Goodwill Industries,37.7416817128951,-122.38718666739032,Thrift / Vintage Store
926,Butchertown,37.744566999999996,-122.395353,DogPileDogs Daycare and Boarding,37.75460960457039,-122.38713712465878,Dog Run
927,Butchertown,37.744566999999996,-122.395353,Starbucks,37.7411974477249,-122.38782930714275,Coffee Shop
928,Butchertown,37.744566999999996,-122.395353,Krispy Krunchy Fried Chicken,37.7367439,-122.3896784,Fried Chicken Joint
929,Butchertown,37.744566999999996,-122.395353,Brava Theater,37.75286174963563,-122.40797322959034,Theater
930,Butchertown,37.744566999999996,-122.395353,La Laguna Taqueria,37.74175423628806,-122.38820414972388,Mexican Restaurant
931,Butchertown,37.744566999999996,-122.395353,Piccino Cafe,37.75773795347156,-122.39014525841264,Café
932,Butchertown,37.744566999999996,-122.395353,Potrero Del Sol Park,37.75086555106365,-122.4051446838321,Park
933,Butchertown,37.744566999999996,-122.395353,Speakeasy Ales & Lagers,37.738468453699305,-122.38087442927426,Brewery
934,Butchertown,37.744566999999996,-122.395353,La Torta Gorda,37.752713,-122.408687,Latin American Restaurant
935,Butchertown,37.744566999999996,-122.395353,Orange Photography,37.75692913029458,-122.38758909688724,Art Gallery
936,Butchertown,37.744566999999996,-122.395353,Puerto Alegre No. 2,37.751382,-122.409196,Food
937,Butchertown,37.744566999999996,-122.395353,Pop's Bar,37.75302405430119,-122.4082966041755,Bar
938,Butchertown,37.744566999999996,-122.395353,Dagwood and Scoops,37.752932563167164,-122.40733283416164,Sandwich Place
939,Butchertown,37.744566999999996,-122.395353,St. Francis Fountain,37.752721,-122.408342,Diner
940,Butchertown,37.744566999999996,-122.395353,Bayview Opera House Ruth Williams Memorial Theatre,37.73512213017543,-122.39009945866839,Theater
941,Butchertown,37.744566999999996,-122.395353,BYOBW - Bring Your Own Big Wheel!,37.752956726374435,-122.40833621754898,Theme Park
942,Butchertown,37.744566999999996,-122.395353,La Stazione Coffee & Wine Bar,37.757598831572736,-122.3929845143002,Coffee Shop
943,Butchertown,37.744566999999996,-122.395353,Dutchman's Flat MCD,37.75731570381006,-122.38852000287038,Marijuana Dispensary
944,Butchertown,37.744566999999996,-122.395353,Christmas Tree Jamboree,37.73857431870344,-122.40743416852439,Outdoor Supply Store
945,Butchertown,37.744566999999996,-122.395353,Roosevelt Tamale Parlor,37.75282021053344,-122.40858060911525,Mexican Restaurant
946,Butchertown,37.744566999999996,-122.395353,The Workshop Residence,37.757718289063035,-122.38982010931367,Design Studio
947,Butchertown,37.744566999999996,-122.395353,Kazan,37.752846725557454,-122.40849320890595,Sushi Restaurant
948,Butchertown,37.744566999999996,-122.395353,Five Markets Natural Organic Foods,37.752874295832356,-122.40871887608706,Grocery Store
949,Butchertown,37.744566999999996,-122.395353,BevMo!,37.74494334868222,-122.40356424590573,Liquor Store
950,Butchertown,37.744566999999996,-122.395353,Potrero Skate Park,37.750514995395775,-122.40532279269104,Skate Park
951,Butchertown,37.744566999999996,-122.395353,Museum of Craft and Design,37.75695734486018,-122.38801242566586,Art Museum
952,Butchertown,37.744566999999996,-122.395353,L's Caffe,37.75275596819716,-122.40960210127832,Café
953,Butchertown,37.744566999999996,-122.395353,San Pancho's Tacos,37.739807994982115,-122.40923779444368,Food Truck
954,Butchertown,37.744566999999996,-122.395353,Manivanh Thai,37.75293928182274,-122.40713281304502,Thai Restaurant
955,Butchertown,37.744566999999996,-122.395353,Rickshaw Bagworks,37.757907844137264,-122.3905394413055,Accessories Store
956,Butchertown,37.744566999999996,-122.395353,Old Skool Cafe,37.734287466157845,-122.39046194443416,Southern / Soul Food Restaurant
957,Butchertown,37.744566999999996,-122.395353,D'maize Restaurant,37.752939166620024,-122.40778309101168,Salvadoran Restaurant
958,Butchertown,37.744566999999996,-122.395353,Taqueria San Francisco,37.752941352422155,-122.4081526644468,Taco Place
959,Butchertown,37.744566999999996,-122.395353,Silver Terrace Soccer Field,37.73341588275268,-122.40346314356525,Soccer Field
960,Butchertown,37.744566999999996,-122.395353,Bayview Hunters Point YMCA,37.73185052412636,-122.38973317707642,Gym
961,Butchertown,37.744566999999996,-122.395353,BrewLab,37.749199,-122.406847,Brewery
962,Butchertown,37.744566999999996,-122.395353,Javalencia,37.741835513355305,-122.38813372646402,Coffee Shop
963,Butchertown,37.744566999999996,-122.395353,Deli 23,37.75437336075492,-122.40438756704108,Deli / Bodega
964,Butchertown,37.744566999999996,-122.395353,VBOWLS,37.754363,-122.403636,Japanese Restaurant
965,Butchertown,37.744566999999996,-122.395353,Piccino Coffee Bar,37.75783701188741,-122.3899851549758,Coffee Shop
966,Butchertown,37.744566999999996,-122.395353,Potrero Hill Recreation Center,37.756650472509264,-122.39761626305834,Park
967,Butchertown,37.744566999999996,-122.395353,Samy's Liquor,37.752741450057,-122.4090206769772,Liquor Store
968,Butchertown,37.744566999999996,-122.395353,Snake Park (24th and York Mini Park),37.75305366108247,-122.4086275254268,Park
969,Butchertown,37.744566999999996,-122.395353,Luna's Coffee House,37.75427082177335,-122.40630546527814,Café
970,Butchertown,37.744566999999996,-122.395353,Huli Huli Hawaiian Grill,37.740298081516364,-122.38902355609422,Hawaiian Restaurant
971,Butchertown,37.744566999999996,-122.395353,American Gymnastics Club,37.74127929240159,-122.40690399596019,Gymnastics Gym
972,Butchertown,37.744566999999996,-122.395353,Subway,37.74166279787644,-122.38725896282187,Sandwich Place
973,Butchertown,37.744566999999996,-122.395353,Auntie April's Chicken & Waffles,37.73611508884312,-122.39046651543963,Southern / Soul Food Restaurant
974,Butchertown,37.744566999999996,-122.395353,JJ Fish & Chicken,37.7322674,-122.3918895,Southern / Soul Food Restaurant
975,Butchertown,37.744566999999996,-122.395353,Floorcraft,37.74005,-122.40735,Miscellaneous Shop
976,Butchertown,37.744566999999996,-122.395353,Frisco Fried,37.73106424697719,-122.39208914289362,Southern / Soul Food Restaurant
977,Butchertown,37.744566999999996,-122.395353,Space 550,37.73992943990725,-122.40462597971833,Nightclub
978,Butchertown,37.744566999999996,-122.395353,Soo Fong,37.741984480542584,-122.3870815930533,Chinese Restaurant
979,Butchertown,37.744566999999996,-122.395353,Enterprise Rent-A-Car,37.737529,-122.404545,Rental Car Location
980,Butchertown,37.744566999999996,-122.395353,Ashley HomeStore Outlet,37.735993,-122.406232,Furniture / Home Store
981,Butchertown,37.744566999999996,-122.395353,Pump It Up,37.74200495756613,-122.38336704659717,General Entertainment
982,Butchertown,37.744566999999996,-122.395353,Burger King,37.7441502,-122.4040275,Fast Food Restaurant
983,Butchertown,37.744566999999996,-122.395353,Silver Crest Donut Shop,37.74236552132651,-122.4060632739155,Diner
984,Butchertown,37.744566999999996,-122.395353,McDonald's,37.742147429479,-122.40507314964798,Fast Food Restaurant
985,Butchertown,37.744566999999996,-122.395353,Domino's Pizza,37.74281089091447,-122.40574481516433,Pizza Place
986,Butchertown,37.744566999999996,-122.395353,RoadHouse Coffee Co,37.73091671343964,-122.39200525308166,Café
987,Castro,37.7608561,-122.43495700000001,Castro Theatre,37.762044145115574,-122.43502202215997,Indie Movie Theater
988,Castro,37.7608561,-122.43495700000001,Anchor Oyster Bar,37.75970781524432,-122.43491032498481,Seafood Restaurant
989,Castro,37.7608561,-122.43495700000001,Philz Coffee,37.76010440059593,-122.4348288884454,Coffee Shop
990,Castro,37.7608561,-122.43495700000001,Eye Gotcha Optometric,37.75965052191799,-122.43496694100499,Optical Shop
991,Castro,37.7608561,-122.43495700000001,The Castro Fountain,37.76005150554126,-122.43502351928404,Ice Cream Shop
992,Castro,37.7608561,-122.43495700000001,Yoga Tree Castro,37.761051,-122.436003,Yoga Studio
993,Castro,37.7608561,-122.43495700000001,Dog Eared Books,37.76120618584941,-122.43495870530577,Bookstore
994,Castro,37.7608561,-122.43495700000001,Urban Flowers,37.761004660050325,-122.43346891484823,Flower Shop
995,Castro,37.7608561,-122.43495700000001,Swirl on Castro,37.75978491547063,-122.43500867014792,Wine Bar
996,Castro,37.7608561,-122.43495700000001,Blush! Wine Bar,37.7612598770217,-122.43511601933409,Wine Bar
997,Castro,37.7608561,-122.43495700000001,Castro Pride Flag Pole,37.76240137201205,-122.43535378554763,Historic Site
998,Castro,37.7608561,-122.43495700000001,Spike's Coffee & Tea,37.75927683957167,-122.43521243431195,Coffee Shop
999,Castro,37.7608561,-122.43495700000001,Castro Village Wine Co.,37.75928471362698,-122.43523190308547,Wine Shop
1000,Castro,37.7608561,-122.43495700000001,Frances,37.762765053846415,-122.4321982578279,New American Restaurant
1001,Castro,37.7608561,-122.43495700000001,Super Duper Burgers,37.76402414195907,-122.43370324373245,Burger Joint
1002,Castro,37.7608561,-122.43495700000001,MaMa Ji's,37.76074993654171,-122.43865144053532,Szechuan Restaurant
1003,Castro,37.7608561,-122.43495700000001,Hot Cookie,37.76232423157735,-122.43518995783903,Bakery
1004,Castro,37.7608561,-122.43495700000001,Noe Hill Market,37.759404187295765,-122.43266938722016,Deli / Bodega
1005,Castro,37.7608561,-122.43495700000001,Ritual Coffee Roasters,37.76412230129071,-122.43318285914849,Coffee Shop
1006,Castro,37.7608561,-122.43495700000001,Barry's Bootcamp,37.764741827642155,-122.43278505231534,Gym / Fitness Center
1007,Castro,37.7608561,-122.43495700000001,ImagiKnit,37.76118260404662,-122.43046045021286,Arts & Crafts Store
1008,Castro,37.7608561,-122.43495700000001,Dinosaurs,37.764403031251454,-122.43207086765153,Sandwich Place
1009,Castro,37.7608561,-122.43495700000001,Bhoga,37.761407,-122.435188,Indian Restaurant
1010,Castro,37.7608561,-122.43495700000001,Alex Fitness,37.764688962162424,-122.43218346570903,Gym
1011,Castro,37.7608561,-122.43495700000001,Healthy Spirits,37.7657414578619,-122.43538867549854,Liquor Store
1012,Castro,37.7608561,-122.43495700000001,Corona Heights Park,37.7650225313372,-122.43883066273017,Park
1013,Castro,37.7608561,-122.43495700000001,Top of the Hill,37.75748903552887,-122.43604340778415,Hill
1014,Castro,37.7608561,-122.43495700000001,Starbelly,37.7640744,-122.4325634,New American Restaurant
1015,Castro,37.7608561,-122.43495700000001,La Mediterranee,37.764463715335296,-122.43328935193465,Mediterranean Restaurant
1016,Castro,37.7608561,-122.43495700000001,Jeffrey's Natural Pet Food,37.76444377194593,-122.43310666544639,Pet Store
1017,Castro,37.7608561,-122.43495700000001,Parker Guest House,37.762466360534866,-122.42877889053861,Hotel
1018,Castro,37.7608561,-122.43495700000001,Castro Farmers' Market,37.76452570664275,-122.43312799151259,Farmers Market
1019,Castro,37.7608561,-122.43495700000001,Hi Tops,37.76497643721727,-122.43182591919506,Gay Bar
1020,Castro,37.7608561,-122.43495700000001,Kite Hill Open Space,37.758289882870194,-122.44143521277012,Park
1021,Castro,37.7608561,-122.43495700000001,Woods Cervecería,37.76123,-122.42853,Brewery
1022,Castro,37.7608561,-122.43495700000001,Corona Heights Summit,37.76499750972105,-122.43924241317987,Scenic Lookout
1023,Castro,37.7608561,-122.43495700000001,L'Ardoise,37.766674548230164,-122.43326095822378,French Restaurant
1024,Castro,37.7608561,-122.43495700000001,Vulcan Stairway,37.76346753677887,-122.44115442037582,Trail
1025,Castro,37.7608561,-122.43495700000001,Mission Dolores Park,37.75998998481965,-122.4271184206009,Park
1026,Castro,37.7608561,-122.43495700000001,Neighbor's Corner,37.7555131728364,-122.43875375517898,Café
1027,Castro,37.7608561,-122.43495700000001,Corona Heights Dog Run,37.765527952836976,-122.43986363273886,Dog Run
1028,Castro,37.7608561,-122.43495700000001,Randall Museum,37.76437904683253,-122.43823111202036,Museum
1029,Castro,37.7608561,-122.43495700000001,Fruit Shelf Gay Beach,37.75846673007918,-122.42762059706484,Park
1030,Castro,37.7608561,-122.43495700000001,Swedish American Hall,37.766756004771516,-122.43056333498883,Concert Hall
1031,Castro,37.7608561,-122.43495700000001,Thorough Bread and Pastry,37.766408,-122.429051,Bakery
1032,Castro,37.7608561,-122.43495700000001,The Viking Room,37.76668542621153,-122.43020971859733,New American Restaurant
1033,Castro,37.7608561,-122.43495700000001,Bi-Rite Creamery,37.761447920698735,-122.4257519786573,Ice Cream Shop
1034,Castro,37.7608561,-122.43495700000001,22nd Street Jungle Stairs,37.7543816767982,-122.43614387925199,Trail
1035,Castro,37.7608561,-122.43495700000001,Laughing Lotus Yoga,37.76463513834229,-122.42580457150244,Yoga Studio
1036,Castro,37.7608561,-122.43495700000001,Bi-Rite Market,37.76145005090555,-122.42469816617343,Grocery Store
1037,Castro,37.7608561,-122.43495700000001,Pizzeria Delfina,37.761528004962244,-122.4242371423357,Pizza Place
1038,Castro,37.7608561,-122.43495700000001,il Casaro Pizzeria & Mozzarella Bar,37.766919,-122.42876,Pizza Place
1039,Castro,37.7608561,-122.43495700000001,Blackbird Bar,37.767262,-122.429601,Cocktail Bar
1040,Castro,37.7608561,-122.43495700000001,Last Rites,37.76774607691781,-122.42934078944683,Tiki Bar
1041,Castro,37.7608561,-122.43495700000001,Verve Coffee Roasters,37.767121,-122.429152,Coffee Shop
1042,Castro,37.7608561,-122.43495700000001,Tartine Bakery,37.76151859415805,-122.42388790399988,Bakery
1043,Castro,37.7608561,-122.43495700000001,Woodhouse Fish Co.,37.76777970212482,-122.42864613666231,Seafood Restaurant
1044,Castro,37.7608561,-122.43495700000001,Delfina,37.76152767594501,-122.42427237470002,Italian Restaurant
1045,Castro,37.7608561,-122.43495700000001,Duboce Park,37.76945795215864,-122.43301340038954,Park
1046,Castro,37.7608561,-122.43495700000001,Buena Vista Park,37.768497022617865,-122.44062775550447,Park
1047,Castro,37.7608561,-122.43495700000001,Turner's Kitchen,37.76316408709755,-122.42429894681102,Sandwich Place
1048,Castro,37.7608561,-122.43495700000001,Flagship CrossFit,37.76830446274301,-122.42930492606614,Gym
1049,Castro,37.7608561,-122.43495700000001,Buena Vista Park Summit,37.767875091258176,-122.4414987623464,Scenic Lookout
1050,Castro,37.7608561,-122.43495700000001,Pretty Parlor,37.76355769611299,-122.42396693222956,Spa
1051,Castro,37.7608561,-122.43495700000001,Mount Olympus,37.763306385544766,-122.44554251432419,Monument / Landmark
1052,Castro,37.7608561,-122.43495700000001,The Apothecarium,37.76858652143181,-122.42772970925192,Marijuana Dispensary
1053,Castro,37.7608561,-122.43495700000001,Beit Rima,37.76875439388483,-122.42904017764762,Middle Eastern Restaurant
1054,Castro,37.7608561,-122.43495700000001,Harvey Milk Recreational Arts Center,37.769482098023715,-122.43392105413758,Event Space
1055,Castro,37.7608561,-122.43495700000001,Charlie's Corner,37.75135683384734,-122.43428103519672,Bookstore
1056,Castro,37.7608561,-122.43495700000001,Fig & Thistle Market,37.76784145300084,-122.42834606213498,Wine Bar
1057,Castro,37.7608561,-122.43495700000001,Dolores Outpost,37.75998694902003,-122.42368460518881,Coffee Shop
1058,Castro,37.7608561,-122.43495700000001,Buena Vista Tennis Courts,37.76944505768117,-122.43913152078795,Tennis Court
1059,Castro,37.7608561,-122.43495700000001,Lucky 13,37.767021471273786,-122.42985408004894,Dive Bar
1060,Castro,37.7608561,-122.43495700000001,Señor Sisig,37.76269599428501,-122.42392189941513,Food Truck
1061,Castro,37.7608561,-122.43495700000001,Tank Hill Park,37.759971886124504,-122.44765487248173,Park
1062,Castro,37.7608561,-122.43495700000001,Noe Valley Bakery,37.75132971410129,-122.43345394577986,Bakery
1063,Castro,37.7608561,-122.43495700000001,El Castillito,37.7687639,-122.4293081,Mexican Restaurant
1064,Castro,37.7608561,-122.43495700000001,Dear Inga,37.761826,-122.422959,Eastern European Restaurant
1065,Castro,37.7608561,-122.43495700000001,ABV,37.7649840661061,-122.42356655704639,Cocktail Bar
1066,Castro,37.7608561,-122.43495700000001,Réveille Coffee Co.,37.77097771218059,-122.43202895838355,Coffee Shop
1067,Castro,37.7608561,-122.43495700000001,Philz Coffee,37.751143,-122.438361,Coffee Shop
1068,Castro,37.7608561,-122.43495700000001,Monk’s Kettle,37.76474950626634,-122.42292198199681,Gastropub
1069,Castro,37.7608561,-122.43495700000001,Subs Inc.,37.75127930349454,-122.43419910650239,Sandwich Place
1070,Castro,37.7608561,-122.43495700000001,Good Vibrations,37.76319458096596,-122.4217345739337,Adult Boutique
1071,Castro,37.7608561,-122.43495700000001,Wiggle Bicycles,37.770953665992835,-122.43221475860007,Bike Shop
1072,Castro,37.7608561,-122.43495700000001,Saru Sushi Bar,37.75164725317108,-122.42877448272561,Sushi Restaurant
1073,Castro,37.7608561,-122.43495700000001,Dandelion Chocolate,37.76100572139615,-122.42168888282815,Chocolate Shop
1074,Castro,37.7608561,-122.43495700000001,Paxton Gate,37.75966121758798,-122.42153185420354,Gift Shop
1075,Castro,37.7608561,-122.43495700000001,Whole Foods Market,37.768735586838446,-122.42693589670061,Grocery Store
1076,Castro,37.7608561,-122.43495700000001,Pressed Juicery,37.75143816047573,-122.42980691725933,Juice Bar
1077,Castro,37.7608561,-122.43495700000001,Dog Eared Books,37.758445500765696,-122.4213655574246,Bookstore
1078,Castro,37.7608561,-122.43495700000001,Mission Cheese,37.76107485069597,-122.42156642951075,Cheese Shop
1079,Castro,37.7608561,-122.43495700000001,Pakwan,37.76489902919094,-122.42368140944069,Pakistani Restaurant
1080,Castro,37.7608561,-122.43495700000001,Valley Tavern,37.7515174405312,-122.433136404008,Pub
1081,Castro,37.7608561,-122.43495700000001,Whole Foods Salad Bar,37.768463,-122.42709,Salad Place
1082,Castro,37.7608561,-122.43495700000001,Pet Food Express,37.76923879073783,-122.42627112387855,Pet Store
1083,Castro,37.7608561,-122.43495700000001,Olive This Olive That,37.75147657691003,-122.42858970684738,Gourmet Shop
1084,Castro,37.7608561,-122.43495700000001,Pemberton Steps,37.758293558681466,-122.44692653417586,Trail
1085,Castro,37.7608561,-122.43495700000001,Jasmine Garden,37.76769379927239,-122.42924321500816,Vietnamese Restaurant
1086,Castro,37.7608561,-122.43495700000001,Noe Valley Farmer's Market,37.751471,-122.428988,Farmers Market
1087,Cathedral Hill,37.784378000000004,-122.42452800000001,STUDIOMIX,37.78511904186168,-122.4209531548301,Gym
1088,Cathedral Hill,37.784378000000004,-122.42452800000001,Limoncello,37.78739297703647,-122.42339085911853,Wine Shop
1089,Cathedral Hill,37.784378000000004,-122.42452800000001,Daeho,37.785769,-122.42853,Korean Restaurant
1090,Cathedral Hill,37.784378000000004,-122.42452800000001,Pearl Spa and Sauna,37.78564198712985,-122.4291301602471,Bath House
1091,Cathedral Hill,37.784378000000004,-122.42452800000001,Octavia,37.78793508418418,-122.42693388300009,American Restaurant
1092,Cathedral Hill,37.784378000000004,-122.42452800000001,Kuma Sushi + Sake,37.7867804695193,-122.41988550891186,Sushi Restaurant
1093,Cathedral Hill,37.784378000000004,-122.42452800000001,Grass Roots,37.78689060215334,-122.41952465653297,Marijuana Dispensary
1094,Cathedral Hill,37.784378000000004,-122.42452800000001,Silk Hand & Foot Spa,37.787890998639305,-122.42349530878289,Nail Salon
1095,Cathedral Hill,37.784378000000004,-122.42452800000001,Uji Time,37.7852522196116,-122.429262979736,Dessert Shop
1096,Cathedral Hill,37.784378000000004,-122.42452800000001,OMA San Francisco Station,37.785010213957456,-122.43093584499641,Sushi Restaurant
1097,Cathedral Hill,37.784378000000004,-122.42452800000001,Japantown Peace Plaza,37.78540865679841,-122.42993087572987,Plaza
